word_number;sentence;pronoun;variants
0;['Я', 'маю', 'пільги', '?'];Я;['Мене', 'Мені']
2;['На', 'перерві', 'я', 'можу', 'піти', 'в', 'їдальню', '.'];я;['мене', 'мені']
0;['Наша', "сім'я", 'живе', 'в', 'Києві', '.'];Наша;['Нашої', 'Нашій', 'Нашу']
0;['Мені', 'подобається', 'вчитися', '.'];Мені;['Я', 'Мене']
0;['Мені', 'потрібне', 'нове', 'взуття', '.'];Мені;['Я', 'Мене']
0;['Це', 'мама', ',', 'тато', 'і', 'я', '.', 'Ми', 'живемо', 'в', 'Україні', ',', 'у', 'місті', 'Київ', '.'];Це;['Цього', 'Цьому', 'Цім']
5;['Це', 'мама', ',', 'тато', 'і', 'я', '.', 'Ми', 'живемо', 'в', 'Україні', ',', 'у', 'місті', 'Київ', '.'];я;['мене', 'мені']
7;['Це', 'мама', ',', 'тато', 'і', 'я', '.', 'Ми', 'живемо', 'в', 'Україні', ',', 'у', 'місті', 'Київ', '.'];Ми;['Нас', 'Нам']
0;['Я', 'бачу', 'кав', 'ярню', '.'];Я;['Мене', 'Мені']
0;['Ви', 'не', 'підкажете', 'найближчий', '?'];Ви;['Вас', 'Вам']
7;['Не', 'підкажете', ',', 'будь', 'ласка', ',', 'як', 'мені', 'дістатися', 'до', 'ТЦ', 'Ocean', 'Plaza', '?'];мені;['я', 'мене']
2;['—', 'Тоді', 'я', 'не', 'можу', 'його', 'придбати', '.'];я;['мене', 'мені']
5;['—', 'Тоді', 'я', 'не', 'можу', 'його', 'придбати', '.'];його;['він', 'йому', 'нім']
2;['Також', 'в', 'нас', 'є', 'домашній', 'улюбленець', '—', 'кіт', 'собака', ',', 'якого', 'ми', 'також', 'вважаємо', 'родиною', '.'];нас;['ми', 'нам']
11;['Також', 'в', 'нас', 'є', 'домашній', 'улюбленець', '—', 'кіт', 'собака', ',', 'якого', 'ми', 'також', 'вважаємо', 'родиною', '.'];ми;['нас', 'нам']
3;['Виявилося', ',', 'що', 'ми', 'маємо', 'багато', 'спільного', '.'];ми;['нас', 'нам']
1;['З', 'вас', '20', 'гривень', '.'];вас;['ви', 'вам']
0;['Я', 'хочу', 'приміряти', 'кросівки', '39', 'розміру', ',', 'допоможіть', 'мені', 'знайти', 'свій', 'розмір', ',', 'будь', 'ласка', '.'];Я;['Мене', 'Мені']
8;['Я', 'хочу', 'приміряти', 'кросівки', '39', 'розміру', ',', 'допоможіть', 'мені', 'знайти', 'свій', 'розмір', ',', 'будь', 'ласка', '.'];мені;['я', 'мене']
1;['—', 'Вам', 'потрібно', 'пройти', "п'ять", '(', '5', ')', 'хвилин', 'до', 'зупинки', 'на', 'Майдані', 'Незалежності', '.'];Вам;['Ви', 'Вас']
0;['Моя', "сім'я", '—', 'це', 'мама', ',', 'тато', 'і', 'я', '.', 'Мою', 'маму', 'звати', 'Олена', '.'];Моя;['Моєї', 'Моїй', 'Мою']
3;['Моя', "сім'я", '—', 'це', 'мама', ',', 'тато', 'і', 'я', '.', 'Мою', 'маму', 'звати', 'Олена', '.'];це;['цього', 'цьому', 'цім']
8;['Моя', "сім'я", '—', 'це', 'мама', ',', 'тато', 'і', 'я', '.', 'Мою', 'маму', 'звати', 'Олена', '.'];я;['мене', 'мені']
10;['Моя', "сім'я", '—', 'це', 'мама', ',', 'тато', 'і', 'я', '.', 'Мою', 'маму', 'звати', 'Олена', '.'];Мою;['Моя', 'Моєї', 'Моїй']
0;['Мені', 'потрібен', 'комплект', 'червоного', 'кольору', '.'];Мені;['Я', 'Мене']
0;['Вам', 'підказати', 'дорогу', '?'];Вам;['Ви', 'Вас']
0;['Я', 'кожен', 'день', 'вчу', 'українську', 'мову', '.'];Я;['Мене', 'Мені']
5;['—', 'Яке', '(', 'є', ')', 'ваше', "ім'я", '?'];ваше;['вашого', 'вашому', 'вашім']
0;['Вона', '(', 'бабуся', ')', 'живе', 'в', 'приватному', 'будинку', '.'];Вона;['Її', 'Їй', 'Ній']
1;['Де', 'я', 'можу', 'знайти', 'Петрову', 'Антоніну', '?'];я;['мене', 'мені']
0;['Я', 'хочу', 'запросити', 'тебе', 'до', 'себе', '.'];Я;['Мене', 'Мені']
3;['Я', 'хочу', 'запросити', 'тебе', 'до', 'себе', '.'];тебе;['ти', 'тобі']
0;['Ми', 'читали', 'цікаві', 'тексти', '.'];Ми;['Нас', 'Нам']
8;['Підкажіть', ',', 'будь', 'ласка', ',', 'де', 'можна', 'знайти', 'ці', 'товари', '.'];ці;['цих', 'цим']
3;['—', 'Яка', 'ціна', 'цієї', 'куртки', '?'];цієї;['ця', 'цій', 'цю']
0;['Це', 'хлопчик', 'Богдан', '.'];Це;['Цього', 'Цьому', 'Цім']
1;['У', 'тебе', 'є', 'домашні', 'улюбленці', '?'];тебе;['ти', 'тобі']
1;['Зважте', 'мені', ',', 'будь', 'ласка', ',', "п'ятсот", 'грамів', 'молочної', 'ковбаси', '.'];мені;['я', 'мене']
1;['У', 'мене', 'немає', 'братів', 'і', 'сестер', '.'];мене;['я', 'мені']
1;['Куди', 'мені', 'потім', 'повернути', '?'];мені;['я', 'мене']
1;['Як', 'мені', 'отримати', 'стипендію', '?'];мені;['я', 'мене']
0;['Мій', 'друг', 'палить', 'курить', ',', 'тому', 'ми', 'знайшли', 'місце', 'для', 'куріння', '.'];Мій;['Мого', 'Моєму']
5;['Мій', 'друг', 'палить', 'курить', ',', 'тому', 'ми', 'знайшли', 'місце', 'для', 'куріння', '.'];тому;['той', 'того', 'тім']
6;['Мій', 'друг', 'палить', 'курить', ',', 'тому', 'ми', 'знайшли', 'місце', 'для', 'куріння', '.'];ми;['нас', 'нам']
0;['Я', 'наймолодший', 'у', 'своїй', "сім'ї", '.'];Я;['Мене', 'Мені']
0;['Це', 'допоможе', 'мені', 'вільно', 'спілкуватися', 'нею', '.'];Це;['Цього', 'Цьому', 'Цім']
2;['Це', 'допоможе', 'мені', 'вільно', 'спілкуватися', 'нею', '.'];мені;['я', 'мене']
0;['Ця', 'будівля', 'має', 'дуже', 'багато', 'проходів', '.'];Ця;['Цієї', 'Цій', 'Цю']
0;['Він', '(', 'Андрій', ')', 'вчиться', 'в', 'школі', '.'];Він;['Його', 'Йому', 'Нім']
0;['Я', 'і', 'мій', 'одногрупник', 'не', 'можемо', 'знайти', 'потрібну', 'аудиторію', '.'];Я;['Мене', 'Мені']
2;['Я', 'і', 'мій', 'одногрупник', 'не', 'можемо', 'знайти', 'потрібну', 'аудиторію', '.'];мій;['мого', 'моєму']
2;['Набережна', '—', 'це', '(', 'є', ')', 'берег', 'водойми', '.'];це;['цього', 'цьому', 'цім']
1;['У', 'мене', 'сорок', "п'ятий", '(', '45', ')', 'розмір', '.'];мене;['я', 'мені']
0;['Його', 'потрібно', 'виконувати', 'вдома', '.'];Його;['Він', 'Йому', 'Нім']
0;['Ви', 'продаєте', 'свіжі', 'огірки', '?'];Ви;['Вас', 'Вам']
0;['Вони', 'є', 'багаторазовими', '.'];Вони;['Їх', 'Їм', 'Них']
0;['Мені', 'потрібні', 'теплі', 'чоботи', '.'];Мені;['Я', 'Мене']
1;['В', 'мене', 'велика', "сім'я", '.'];мене;['я', 'мені']
0;['Ми', 'хочемо', 'випити', 'кави', ',', 'тому', 'йдемо', 'в', 'кіоск', '.'];Ми;['Нас', 'Нам']
5;['Ми', 'хочемо', 'випити', 'кави', ',', 'тому', 'йдемо', 'в', 'кіоск', '.'];тому;['той', 'того', 'тім']
1;['Осінь', 'моя', 'улюблена', 'пора', 'року', '.'];моя;['моєї', 'моїй', 'мою']
0;['Моє', '(', 'є', ')', 'Джон', '.'];Моє;['Мого', 'Моєму']
0;['Мені', 'вони', 'є', 'дядьком', '(', 'брат', 'мами', ')', 'і', 'тіткою', '(', 'сестра', 'мами', ')', '.'];Мені;['Я', 'Мене']
1;['Мені', 'вони', 'є', 'дядьком', '(', 'брат', 'мами', ')', 'і', 'тіткою', '(', 'сестра', 'мами', ')', '.'];вони;['їх', 'їм', 'них']
0;['Я', '(', 'є', ')', 'на', '2', 'курсі', '.'];Я;['Мене', 'Мені']
0;['Я', 'живу', 'тут', 'вже', 'два', '(', '2', ')', 'місяці', '.'];Я;['Мене', 'Мені']
1;['—', 'Я', '(', 'є', ')', 'Саша', '.'];Я;['Мене', 'Мені']
1;['Де', 'ти', 'навчаєшся', '?'];ти;['тебе', 'тобі']
1;['У', 'мене', '(', 'є', ')', 'тридцять', "п'ятий", '(', '35', ')', 'розмір', 'ноги', '.'];мене;['я', 'мені']
0;['Я', 'поки', 'не', 'буду', 'купувати', 'футболку', '.'];Я;['Мене', 'Мені']
0;['Він', 'ходить', 'в', 'перший', 'клас', '.'];Він;['Його', 'Йому', 'Нім']
0;['Я', 'хочу', 'поїхати', 'у', 'гуртожиток', 'на', 'таксі', '.'];Я;['Мене', 'Мені']
6;['—', 'Як', 'перейти', 'на', 'іншу', 'сторону', 'цієї', 'вулиці', '?'];цієї;['ця', 'цій', 'цю']
1;['В', 'мене', 'є', 'мама', ',', 'тато', ',', 'сестра', 'і', 'брат', '.'];мене;['я', 'мені']
10;['Щоб', 'водій', 'зупинив', 'на', 'потрібній', 'зупинці', ',', 'потрібно', 'попросити', 'про', 'це', '.'];це;['цього', 'цьому', 'цім']
2;['—', 'Як', 'мені', 'дістатися', 'до', 'Інституту', 'філології', '?'];мені;['я', 'мене']
0;['Я', 'маю', 'брата', 'і', 'сестру', '.'];Я;['Мене', 'Мені']
0;['Я', 'купив', 'каву', 'в', 'кіоску', '.'];Я;['Мене', 'Мені']
1;['Чим', 'я', 'можу', 'туди', 'дістатися', '?'];я;['мене', 'мені']
0;['Ти', 'теж', 'ходиш', 'на', 'курси', 'англійської', 'в', 'університеті', '?'];Ти;['Тебе', 'Тобі']
0;['Це', 'взуття', 'мені', 'не', 'подобається', '.'];Це;['Цього', 'Цьому', 'Цім']
2;['Це', 'взуття', 'мені', 'не', 'подобається', '.'];мені;['я', 'мене']
0;['Ми', 'почали', 'розмовляти', 'і', 'гуляти', 'далі', 'разом', '.'];Ми;['Нас', 'Нам']
1;['Представ', 'мене', 'йому', ',', 'будь', 'ласка', '.'];мене;['я', 'мені']
2;['Представ', 'мене', 'йому', ',', 'будь', 'ласка', '.'];йому;['він', 'його', 'нім']
0;['Я', 'маю', 'карту', 'супермаркету', 'і', 'мені', 'потрібен', 'один', 'великий', 'пакет', '.'];Я;['Мене', 'Мені']
5;['Я', 'маю', 'карту', 'супермаркету', 'і', 'мені', 'потрібен', 'один', 'великий', 'пакет', '.'];мені;['я', 'мене']
2;['Скільки', 'років', 'твоєму', 'братові', '?'];твоєму;['твій', 'твого']
0;['Вона', '(', 'Ірина', ')', 'живе', 'в', 'Харкові', '.'];Вона;['Її', 'Їй', 'Ній']
0;['Я', 'вчусь', 'навчаюсь', 'у', "дев'ятому", '(', '9', ')', 'класі', '.'];Я;['Мене', 'Мені']
0;['Моя', "сім'я", 'живе', 'в', 'Києві', '.'];Моя;['Моєї', 'Моїй', 'Мою']
0;['Ви', 'можете', 'придбати', 'куртку', 'лише', 'за', '600', 'гривень', '.'];Ви;['Вас', 'Вам']
0;['Я', 'заблукав', '.'];Я;['Мене', 'Мені']
0;['Я', 'гуляю', 'в', 'парку', 'кожного', 'дня', '.'];Я;['Мене', 'Мені']
0;['Я', 'хочу', 'придбати', 'домашні', 'капці', '.'];Я;['Мене', 'Мені']
0;['Мені', 'потрібно', 'у', 'найближчу', 'аптеку', '.'];Мені;['Я', 'Мене']
4;['—', 'Доброго', 'дня', ',', 'цей', 'автобус', 'прямує', 'до', 'Майдану', 'Незалежності', '?'];цей;['цього', 'цьому', 'цім']
0;['Мені', 'потрібно', 'на', 'синю', 'гілку', 'метро', '.'];Мені;['Я', 'Мене']
0;['Йому', '(', 'Андрію', ')', '5', 'років', '.'];Йому;['Він', 'Його', 'Нім']
0;['Я', 'познайомилася', 'зі', 'своєю', 'подругою', ',', 'коли', 'гуляла', 'в', 'ботанічному', 'саду', '.'];Я;['Мене', 'Мені']
0;['Я', 'живу', 'на', 'першому', '(', '1', ')', 'поверсі', '.'];Я;['Мене', 'Мені']
0;['Мій', 'розмір', '(', 'є', ')', 'L', '.', 'Ви', 'маєте', 'мій', 'розмір', '?'];Мій;['Мого', 'Моєму']
7;['Мій', 'розмір', '(', 'є', ')', 'L', '.', 'Ви', 'маєте', 'мій', 'розмір', '?'];Ви;['Вас', 'Вам']
9;['Мій', 'розмір', '(', 'є', ')', 'L', '.', 'Ви', 'маєте', 'мій', 'розмір', '?'];мій;['мого', 'моєму']
1;['Ким', 'ти', 'хочеш', 'працювати', 'в', 'майбутньому', '?'];ти;['тебе', 'тобі']
2;['Там', 'продають', 'мій', 'улюблений', 'десерт', '.'];мій;['мого', 'моєму']
0;['Це', '(', 'є', ')', 'мої', 'дитячі', 'хобі', '.'];Це;['Цього', 'Цьому', 'Цім']
4;['Це', '(', 'є', ')', 'мої', 'дитячі', 'хобі', '.'];мої;['моїх', 'моїм']
3;['А', 'як', 'звати', 'тебе', '?'];тебе;['ти', 'тобі']
0;['Це', '—', 'тролейбус', '4', '.'];Це;['Цього', 'Цьому', 'Цім']
0;['Моя', "сім'я", 'складається', 'з', 'трьох', 'осіб', '.'];Моя;['Моєї', 'Моїй', 'Мою']
0;['Моє', "ім'я", '(', 'є', ')', 'Джон', '.'];Моє;['Мого', 'Моєму']
0;['Ми', 'часто', 'подорожуємо', 'по', 'різних', 'містах', '.'];Ми;['Нас', 'Нам']
0;['Вона', 'запитала', 'як', 'мене', 'звати', '.'];Вона;['Її', 'Їй', 'Ній']
3;['Вона', 'запитала', 'як', 'мене', 'звати', '.'];мене;['я', 'мені']
0;['Я', 'хочу', 'придбати', 'ці', 'продукти', '.'];Я;['Мене', 'Мені']
3;['Я', 'хочу', 'придбати', 'ці', 'продукти', '.'];ці;['цих', 'цим']
3;['На', 'якому', 'поверсі', 'ти', 'живеш', '?'];ти;['тебе', 'тобі']
3;['—', 'Дякую', ',', 'це', '(', 'є', ')', 'моя', 'молодша', 'сестра', '.'];це;['цього', 'цьому', 'цім']
7;['—', 'Дякую', ',', 'це', '(', 'є', ')', 'моя', 'молодша', 'сестра', '.'];моя;['моєї', 'моїй', 'мою']
0;['Мені', 'дуже', 'подобається', 'моя', 'спеціальність', '.'];Мені;['Я', 'Мене']
3;['Мені', 'дуже', 'подобається', 'моя', 'спеціальність', '.'];моя;['моєї', 'моїй', 'мою']
0;['Я', 'живу', 'в', 'студмістечку', '.'];Я;['Мене', 'Мені']
0;['Я', 'хочу', 'розрахуватись', 'готівкою', '.'];Я;['Мене', 'Мені']
0;['Ти', 'любиш', 'слухати', 'музику', '?'];Ти;['Тебе', 'Тобі']
1;['Жодна', 'мені', 'не', 'сподобалася', '.'];мені;['я', 'мене']
0;['Вона', '(', "сім'я", ')', 'складається', 'з', 'шести', '(', '6', ')', 'осіб', '.'];Вона;['Її', 'Їй', 'Ній']
3;['Ботанічний', 'сад', '—', 'це', '(', 'є', ')', 'парк', ',', 'у', 'якому', 'є', 'велика', 'кількість', 'квітів', ',', 'дерев', 'і', 'кущів', '.'];це;['цього', 'цьому', 'цім']
0;['Він', 'живе', 'зі', 'своєю', 'дружиною', 'і', 'дочкою', 'в', 'Києві', '.'];Він;['Його', 'Йому', 'Нім']
3;['Можливо', 'перейдемо', 'на', 'ти', '?'];ти;['тебе', 'тобі']
4;['Скільки', 'коштує', 'квиток', 'на', 'цей', 'потяг', '?'];цей;['цього', 'цьому', 'цім']
0;['Я', 'хочу', 'їх', 'приміряти', '.'];Я;['Мене', 'Мені']
2;['Я', 'хочу', 'їх', 'приміряти', '.'];їх;['вони', 'їм', 'них']
1;['—', 'Моє', "ім'я", 'теж', '(', 'є', ')', 'Саша', '.'];Моє;['Мого', 'Моєму']
0;['Я', 'одружився', 'на', 'дівчині', ',', 'тому', 'вона', 'стала', 'моєю', 'дружиною', ',', 'а', 'я', '(', 'став', ')', 'її', 'чоловіком', '.'];Я;['Мене', 'Мені']
5;['Я', 'одружився', 'на', 'дівчині', ',', 'тому', 'вона', 'стала', 'моєю', 'дружиною', ',', 'а', 'я', '(', 'став', ')', 'її', 'чоловіком', '.'];тому;['той', 'того', 'тім']
6;['Я', 'одружився', 'на', 'дівчині', ',', 'тому', 'вона', 'стала', 'моєю', 'дружиною', ',', 'а', 'я', '(', 'став', ')', 'її', 'чоловіком', '.'];вона;['її', 'їй', 'ній']
12;['Я', 'одружився', 'на', 'дівчині', ',', 'тому', 'вона', 'стала', 'моєю', 'дружиною', ',', 'а', 'я', '(', 'став', ')', 'її', 'чоловіком', '.'];я;['мене', 'мені']
16;['Я', 'одружився', 'на', 'дівчині', ',', 'тому', 'вона', 'стала', 'моєю', 'дружиною', ',', 'а', 'я', '(', 'став', ')', 'її', 'чоловіком', '.'];її;['вона', 'їй', 'ній']
0;['Мені', 'потрібно', 'доїхати', 'у', 'центр', '.'];Мені;['Я', 'Мене']
0;['Вони', 'нам', 'допомогли', '.'];Вони;['Їх', 'Їм', 'Них']
1;['Вони', 'нам', 'допомогли', '.'];нам;['ми', 'нас']
3;['—', 'Дівчино', ',', 'вам', 'допомогти', 'з', 'валізою', '?'];вам;['ви', 'вас']
0;['Я', 'гуляю', 'в', 'парку', 'зараз', '.'];Я;['Мене', 'Мені']
1;['Як', 'мені', 'пройти', 'до', 'цієї', 'зупинки', '?'];мені;['я', 'мене']
4;['Як', 'мені', 'пройти', 'до', 'цієї', 'зупинки', '?'];цієї;['ця', 'цій', 'цю']
0;['Цей', 'кардиган', '(', 'є', ')', 'не', 'в', 'моєму', 'стилі', '.'];Цей;['Цього', 'Цьому', 'Цім']
7;['Цей', 'кардиган', '(', 'є', ')', 'не', 'в', 'моєму', 'стилі', '.'];моєму;['мій', 'мого']
0;['Ми', 'любимо', 'прогулюватися', 'по', 'місту', 'разом', 'з', 'бабусею', 'і', 'дідусем', '.'];Ми;['Нас', 'Нам']
0;['Я', 'гуляю', 'в', 'парку', 'з', 'собакою', '.'];Я;['Мене', 'Мені']
2;['—', 'Тоді', 'я', 'приміряю', 'чорну', 'футболку', '.'];я;['мене', 'мені']
0;['Вона', '(', 'Ірина', ')', 'вчиться', 'в', 'університеті', '.'];Вона;['Її', 'Їй', 'Ній']
3;['—', 'Ні', ',', 'ви', 'на', 'вулиці', 'Льва', 'Толстого', '.'];ви;['вас', 'вам']
2;['В', 'університеті', 'я', 'вивчаю', 'дві', 'іноземні', 'мови', '.'];я;['мене', 'мені']
1;['На', 'ньому', 'ти', 'потрапиш', 'у', 'центр', 'міста', '.'];ньому;['він', 'його', 'йому', 'нім']
2;['На', 'ньому', 'ти', 'потрапиш', 'у', 'центр', 'міста', '.'];ти;['тебе', 'тобі']
0;['Мені', 'потрібна', 'гречка', '.'];Мені;['Я', 'Мене']
3;['—', 'Так', ',', 'мені', 'потрібно', 'на', 'вулицю', 'Ломоносова', '.'];мені;['я', 'мене']
0;['Я', 'дуже', 'люблю', 'слухати', 'музику', '.'];Я;['Мене', 'Мені']
0;['Я', 'залишу', 'тобі', 'свій', 'номер', '.'];Я;['Мене', 'Мені']
2;['Я', 'залишу', 'тобі', 'свій', 'номер', '.'];тобі;['ти', 'тебе']
0;['Ми', 'разом', 'навчаємося', 'на', 'підготовчих', 'курсах', '.'];Ми;['Нас', 'Нам']
0;['Я', 'хочу', 'з', 'ним', 'познайомитися', '.'];Я;['Мене', 'Мені']
1;['Як', 'вас', 'звати', '?'];вас;['ви', 'вам']
0;['Він', '(', 'Богдан', ')', '(', 'є', ')', 'мій', 'племінник', '.'];Він;['Його', 'Йому', 'Нім']
7;['Він', '(', 'Богдан', ')', '(', 'є', ')', 'мій', 'племінник', '.'];мій;['мого', 'моєму']
2;['Вибачте', ',', 'цей', 'потяг', 'зупиняється', 'в', 'Києві', '?'];цей;['цього', 'цьому', 'цім']
0;['Мені', 'потрібно', 'купити', 'продукти', '.'];Мені;['Я', 'Мене']
0;['Я', 'вчуся', 'на', 'факультеті', 'економіки', '.'];Я;['Мене', 'Мені']
1;['Скільки', 'тобі', 'років', '?'];тобі;['ти', 'тебе']
1;['У', 'вас', 'точно', 'багато', 'спільного', '.'];вас;['ви', 'вам']
2;['На', 'якому', 'ти', '(', 'є', ')', 'курсі', '?'];ти;['тебе', 'тобі']
0;['Я', 'шукаю', 'зимове', 'взуття', '.'];Я;['Мене', 'Мені']
1;['Зараз', 'я', 'на', 'станції', 'Теремки', '?'];я;['мене', 'мені']
0;['Я', 'попросив', 'викладача', 'пояснити', 'мені', 'ще', 'раз', '.'];Я;['Мене', 'Мені']
4;['Я', 'попросив', 'викладача', 'пояснити', 'мені', 'ще', 'раз', '.'];мені;['я', 'мене']
1;['—', 'Вам', 'потрібен', 'пакет', '?'];Вам;['Ви', 'Вас']
1;['Зараз', 'я', 'живу', 'в', 'гуртожитку', '.'];я;['мене', 'мені']
3;['Де', 'вчиться', 'навчається', 'твоя', 'сестра', '?'];твоя;['твоєї', 'твоїй', 'твою']
0;['Я', 'гуляю', 'в', 'парку', '.'];Я;['Мене', 'Мені']
0;['Я', 'б', 'хотів', 'її', 'приміряти', '.'];Я;['Мене', 'Мені']
3;['Я', 'б', 'хотів', 'її', 'приміряти', '.'];її;['вона', 'їй', 'ній']
0;['Він', '(', 'туалет', ')', '(', 'є', ')', 'платний', '.'];Він;['Його', 'Йому', 'Нім']
1;['—', 'Мені', 'потрібно', 'в', 'аеропорт', 'Бориспіль', '.'];Мені;['Я', 'Мене']
1;['У', 'тебе', 'є', 'брат', 'чи', 'сестра', '?'];тебе;['ти', 'тобі']
0;['Мені', 'подобаються', 'ці', 'кеди', '.'];Мені;['Я', 'Мене']
2;['Мені', 'подобаються', 'ці', 'кеди', '.'];ці;['цих', 'цим']
0;['Вона', 'завжди', 'пригощає', 'мене', 'солодощами', '.'];Вона;['Її', 'Їй', 'Ній']
3;['Вона', 'завжди', 'пригощає', 'мене', 'солодощами', '.'];мене;['я', 'мені']
0;['Я', 'дуже', 'її', 'люблю', '.'];Я;['Мене', 'Мені']
2;['Я', 'дуже', 'її', 'люблю', '.'];її;['вона', 'їй', 'ній']
0;['Я', 'б', 'хотіла', 'приміряти', 'всі', '.'];Я;['Мене', 'Мені']
1;['У', 'мене', '(', 'є', ')', 'велика', 'родина', '.'];мене;['я', 'мені']
2;['Ким', 'працює', 'твій', 'тато', '?'];твій;['твого', 'твоєму']
0;['Мені', '(', 'є', ')', 'двадцять', '(', '20', ')', 'років', '.'];Мені;['Я', 'Мене']
0;['Я', 'маю', 'старшого', 'брата', '.'];Я;['Мене', 'Мені']
0;['Мій', 'розмір', '(', 'є', ')', 'S', '.', 'Добрий', 'день', '.'];Мій;['Мого', 'Моєму']
0;['Я', 'часто', 'приїжджаю', 'до', 'неї', '(', 'бабусі', ')', 'в', 'гості', '.'];Я;['Мене', 'Мені']
4;['Я', 'часто', 'приїжджаю', 'до', 'неї', '(', 'бабусі', ')', 'в', 'гості', '.'];неї;['вона', 'її', 'їй', 'ній']
1;['Скільки', 'вони', 'коштують', 'разом', '?'];вони;['їх', 'їм', 'них']
0;['Я', 'хочу', 'купити', 'овочі', 'і', 'фрукти', '.'];Я;['Мене', 'Мені']
0;['Я', 'викличу', 'його', 'у', 'мобільному', 'додатку', 'служби', 'таксі', '.'];Я;['Мене', 'Мені']
2;['Я', 'викличу', 'його', 'у', 'мобільному', 'додатку', 'служби', 'таксі', '.'];його;['він', 'йому', 'нім']
2;['Викладачі', 'допомагають', 'мені', 'вчити', 'українську', 'мову', '.'];мені;['я', 'мене']
0;['Я', 'дізнався', 'багато', 'нових', 'слів', '.'];Я;['Мене', 'Мені']
0;['Я', 'вже', 'познайомився', 'з', 'твоїм', 'братом', '.'];Я;['Мене', 'Мені']
4;['Я', 'вже', 'познайомився', 'з', 'твоїм', 'братом', '.'];твоїм;['твій', 'твого', 'твоєму']
0;['Я', 'не', 'знаю', ',', 'як', 'звідси', 'дібратися', 'до', 'Інституту', 'філології', '.'];Я;['Мене', 'Мені']
0;['Я', 'хочу', 'купити', 'чоботи', '.'];Я;['Мене', 'Мені']
5;['Так', 'водій', 'зрозуміє', ',', 'що', 'вам', 'потрібно', 'виходити', '.'];вам;['ви', 'вас']
0;['Я', 'б', 'хотіла', 'купити', 'спортивний', 'костюм', 'синього', 'кольору', '.'];Я;['Мене', 'Мені']
0;['Ви', 'можете', 'мені', 'щось', 'підібрати', '?'];Ви;['Вас', 'Вам']
2;['Ви', 'можете', 'мені', 'щось', 'підібрати', '?'];мені;['я', 'мене']
0;['Вона', 'читає', 'книжку', '.'];Вона;['Її', 'Їй', 'Ній']
3;['—', 'На', 'якій', 'я', 'зараз', 'вулиці', '?'];я;['мене', 'мені']
0;['Мене', 'звати', 'Настя', '.'];Мене;['Я', 'Мені']
1;['У', 'моєї', 'мами', '(', 'є', ')', 'брат', 'і', 'сестра', '.'];моєї;['моя', 'моїй', 'мою']
0;['Я', 'подивлюся', 'на', 'футболки', 'в', 'інших', 'магазинах', '.'];Я;['Мене', 'Мені']
1;['—', 'Мені', 'подобається', 'кожна', 'з', 'них', '.'];Мені;['Я', 'Мене']
5;['—', 'Мені', 'подобається', 'кожна', 'з', 'них', '.'];них;['вони', 'їх', 'їм']
